dataset_id,cohort,canonical_fish_id,source_fish_index,valid_bout_count,context_id,context_name,context_mapping_source
DS-005,JM_data,DS005-JM-F353,353,2615,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F354,354,1825,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F355,355,1869,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F356,356,2055,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F357,357,2556,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F358,358,2248,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F359,359,1802,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F360,360,1163,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F361,361,2239,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F362,362,2360,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F363,363,2670,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F364,364,2271,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F365,365,1604,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F366,366,1714,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F367,367,1833,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F368,368,2083,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F369,369,1601,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F370,370,2151,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F371,371,2624,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F372,372,2808,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F373,373,2640,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F374,374,2171,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F375,375,1627,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F376,376,1953,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F377,377,2396,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F378,378,1671,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F379,379,1350,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F380,380,1771,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F381,381,1988,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F382,382,2506,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F383,383,1905,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F384,384,1648,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F385,385,1277,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F386,386,1162,CTX-11,Prey Capture Param. RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F387,387,1203,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F388,388,342,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F389,389,302,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F390,390,582,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F391,391,971,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F392,392,1166,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F393,393,1079,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F394,394,1148,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F395,395,1056,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F396,396,1136,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F397,397,1534,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F398,398,1485,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F399,399,1425,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F400,400,1352,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F401,401,1148,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F402,402,1636,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F403,403,1025,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F404,404,1027,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F405,405,607,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F406,406,205,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F407,407,817,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F408,408,861,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F409,409,792,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F410,410,1023,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F411,411,1053,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F412,412,1315,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F413,413,1130,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F414,414,1409,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F415,415,1521,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F416,416,1526,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F417,417,1626,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F418,418,1273,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F419,419,2104,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F420,420,2207,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F421,421,2249,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F422,422,2305,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F423,423,1849,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F424,424,1371,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F425,425,1063,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F426,426,696,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F427,427,1100,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F428,428,466,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F429,429,684,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F430,430,404,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F431,431,155,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F432,432,176,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F433,433,893,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F434,434,439,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F435,435,498,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F436,436,1328,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F437,437,1062,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F438,438,1032,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F439,439,1383,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F440,440,825,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F441,441,914,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F442,442,203,CTX-14,Light RW. (2.5x2.5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F443,443,1037,CTX-08,Dark (5x5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F444,444,1538,CTX-08,Dark (5x5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F445,445,578,CTX-08,Dark (5x5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F446,446,555,CTX-08,Dark (5x5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F447,447,245,CTX-08,Dark (5x5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F448,448,1335,CTX-08,Dark (5x5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F449,449,259,CTX-08,Dark (5x5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F450,450,143,CTX-08,Dark (5x5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F451,451,1559,CTX-08,Dark (5x5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F452,452,588,CTX-08,Dark (5x5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F453,453,2580,CTX-01,Light (5x5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F454,454,2583,CTX-01,Light (5x5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F455,455,2164,CTX-01,Light (5x5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F456,456,1006,CTX-01,Light (5x5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F457,457,2159,CTX-01,Light (5x5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F458,458,2404,CTX-01,Light (5x5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F459,459,1623,CTX-01,Light (5x5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F460,460,2559,CTX-01,Light (5x5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F461,461,2552,CTX-01,Light (5x5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
DS-005,JM_data,DS005-JM-F462,462,877,CTX-01,Light (5x5cm),Markov_Fish/Scripts/kmeans_embedding_jm.py
