sample_index,fish_id,bout_index,partition,view_a_changed_elements,view_a_changed_element_fraction,view_a_changed_timesteps,view_a_changed_timestep_fraction,view_a_mean_abs_change,view_a_max_abs_change,view_a_finite,view_a_shape_ok,view_b_changed_elements,view_b_changed_element_fraction,view_b_changed_timesteps,view_b_changed_timestep_fraction,view_b_mean_abs_change,view_b_max_abs_change,view_b_finite,view_b_shape_ok,views_equal
612,DS005-JM-F001,612,train,51,0.09714285714285714,17,0.09714285714285714,0.05001701042056084,0.9882382154464722,True,True,0,0.0,0,0.0,0.0,0.0,True,True,False
613,DS005-JM-F001,613,train,22,0.0419047619047619,11,0.06285714285714286,0.0352209210395813,1.0,True,True,48,0.09142857142857143,16,0.09142857142857143,0.04668542370200157,0.9916768074035645,True,True,False
614,DS005-JM-F001,614,train,33,0.06285714285714286,11,0.06285714285714286,0.030420949682593346,0.9486029744148254,True,True,0,0.0,0,0.0,0.0,0.0,True,True,False
615,DS005-JM-F001,615,train,28,0.05333333333333334,14,0.08,0.044826626777648926,1.0,True,True,3,0.005714285714285714,1,0.005714285714285714,0.00379500025883317,0.7269484996795654,True,True,False
616,DS005-JM-F001,616,train,36,0.06857142857142857,12,0.06857142857142857,0.0390557199716568,0.8486953973770142,True,True,10,0.01904761904761905,5,0.02857142857142857,0.016009511426091194,1.0,True,True,False
617,DS005-JM-F001,617,train,12,0.022857142857142857,4,0.022857142857142857,0.012868151068687439,0.9441465735435486,True,True,30,0.05714285714285714,10,0.05714285714285714,0.03264009580016136,0.9624741673469543,True,True,False
618,DS005-JM-F001,618,train,32,0.06095238095238095,16,0.09142857142857143,0.051230430603027344,1.0,True,True,21,0.04,7,0.04,0.022829726338386536,0.9658743143081665,True,True,False
619,DS005-JM-F001,619,train,0,0.0,0,0.0,0.0,0.0,True,True,0,0.0,0,0.0,0.0,0.0,True,True,True
620,DS005-JM-F001,620,train,9,0.017142857142857144,3,0.017142857142857144,0.013412926346063614,1.3000705242156982,True,True,48,0.09142857142857143,16,0.09142857142857143,0.06847073137760162,1.4758089780807495,True,True,False
621,DS005-JM-F001,621,train,0,0.0,0,0.0,0.0,0.0,True,True,39,0.07428571428571429,13,0.07428571428571429,0.03573217615485191,0.9928439259529114,True,True,False
622,DS005-JM-F001,622,train,0,0.0,0,0.0,0.0,0.0,True,True,6,0.011428571428571429,2,0.011428571428571429,0.005951553117483854,0.9915756583213806,True,True,False
623,DS005-JM-F001,623,train,30,0.05714285714285714,15,0.08571428571428572,0.048028528690338135,1.0,True,True,36,0.06857142857142857,12,0.06857142857142857,0.03446783125400543,0.9952317476272583,True,True,False
624,DS005-JM-F001,624,train,0,0.0,0,0.0,0.0,0.0,True,True,4,0.007619047619047619,2,0.011428571428571429,0.006403803825378418,1.0,True,True,False
625,DS005-JM-F001,625,train,12,0.022857142857142857,4,0.022857142857142857,0.010782976634800434,0.9996404647827148,True,True,0,0.0,0,0.0,0.0,0.0,True,True,False
626,DS005-JM-F001,626,train,0,0.0,0,0.0,0.0,0.0,True,True,9,0.017142857142857144,3,0.017142857142857144,0.0066676693968474865,0.998758852481842,True,True,False
627,DS005-JM-F001,627,train,0,0.0,0,0.0,0.0,0.0,True,True,30,0.05714285714285714,15,0.08571428571428572,0.048028528690338135,1.0,True,True,False
628,DS005-JM-F001,628,train,51,0.09714285714285714,17,0.09714285714285714,0.038906242698431015,0.9997163414955139,True,True,0,0.0,0,0.0,0.0,0.0,True,True,False
629,DS005-JM-F001,629,train,36,0.06857142857142857,12,0.06857142857142857,0.0268221665173769,0.9994917511940002,True,True,2,0.0038095238095238095,1,0.005714285714285714,0.003201901912689209,1.0,True,True,False
630,DS005-JM-F001,630,train,0,0.0,0,0.0,0.0,0.0,True,True,18,0.03428571428571429,9,0.05142857142857143,0.02881711907684803,1.0,True,True,False
631,DS005-JM-F001,631,train,48,0.09142857142857143,16,0.09142857142857143,0.05293666943907738,0.9779508113861084,True,True,0,0.0,0,0.0,0.0,0.0,True,True,False
632,DS005-JM-F001,632,train,20,0.0380952380952381,10,0.05714285714285714,0.03201902285218239,1.0,True,True,14,0.02666666666666667,7,0.04,0.022413313388824463,1.0,True,True,False
633,DS005-JM-F001,633,train,48,0.09142857142857143,16,0.09142857142857143,0.05016894266009331,0.9509351253509521,True,True,39,0.07428571428571429,13,0.07428571428571429,0.04047763720154762,0.9579377770423889,True,True,False
634,DS005-JM-F001,634,train,18,0.03428571428571429,6,0.03428571428571429,0.02132699079811573,0.9795486330986023,True,True,27,0.05142857142857143,9,0.05142857142857143,0.028869127854704857,0.9542653560638428,True,True,False
635,DS005-JM-F001,635,train,30,0.05714285714285714,15,0.08571428571428572,0.048028528690338135,1.0,True,True,3,0.005714285714285714,1,0.005714285714285714,0.003146732458844781,0.9690483212471008,True,True,False
636,DS005-JM-F001,636,train,0,0.0,0,0.0,0.0,0.0,True,True,8,0.015238095238095238,4,0.022857142857142857,0.012807607650756836,1.0,True,True,False
637,DS005-JM-F001,637,train,26,0.049523809523809526,13,0.07428571428571429,0.041624728590250015,1.0,True,True,48,0.09142857142857143,16,0.09142857142857143,0.04072851687669754,0.9999992847442627,True,True,False
638,DS005-JM-F001,638,train,0,0.0,0,0.0,0.0,0.0,True,True,0,0.0,0,0.0,0.0,0.0,True,True,True
639,DS005-JM-F001,639,train,15,0.02857142857142857,5,0.02857142857142857,0.015781061723828316,0.9749186635017395,True,True,28,0.05333333333333334,14,0.08,0.044826626777648926,1.0,True,True,False
640,DS005-JM-F001,640,train,2,0.0038095238095238095,1,0.005714285714285714,0.003201901912689209,1.0,True,True,0,0.0,0,0.0,0.0,0.0,True,True,False
641,DS005-JM-F001,641,train,24,0.045714285714285714,12,0.06857142857142857,0.03842282295227051,1.0,True,True,0,0.0,0,0.0,0.0,0.0,True,True,False
642,DS005-JM-F001,642,train,48,0.09142857142857143,16,0.09142857142857143,0.16217750310897827,8.553837776184082,True,True,18,0.03428571428571429,6,0.03428571428571429,0.030360722914338112,1.571063756942749,True,True,False
643,DS005-JM-F001,643,train,18,0.03428571428571429,6,0.03428571428571429,0.025540819391608238,1.5264750719070435,True,True,6,0.011428571428571429,2,0.011428571428571429,0.006894092075526714,0.9124923944473267,True,True,False
644,DS005-JM-F001,644,train,0,0.0,0,0.0,0.0,0.0,True,True,21,0.04,7,0.04,0.11194008588790894,7.35967493057251,True,True,False
645,DS005-JM-F001,645,train,28,0.05333333333333334,14,0.08,0.044826626777648926,1.0,True,True,0,0.0,0,0.0,0.0,0.0,True,True,False
646,DS005-JM-F001,646,train,30,0.05714285714285714,10,0.05714285714285714,0.06570477038621902,2.7527084350585938,True,True,22,0.0419047619047619,11,0.06285714285714286,0.0352209210395813,1.0,True,True,False
647,DS005-JM-F001,647,train,36,0.06857142857142857,14,0.08,0.04377540573477745,1.0,True,True,36,0.06857142857142857,12,0.06857142857142857,0.09458400309085846,3.362427234649658,True,True,False
648,DS005-JM-F001,648,train,33,0.06285714285714286,11,0.06285714285714286,0.1475839912891388,7.342745304107666,True,True,21,0.04,7,0.04,0.1238425150513649,8.899362564086914,True,True,False
649,DS005-JM-F001,649,train,33,0.06285714285714286,11,0.06285714285714286,0.03775578737258911,0.8090229034423828,True,True,12,0.022857142857142857,6,0.03428571428571429,0.019211411476135254,1.0,True,True,False
650,DS005-JM-F001,650,train,3,0.005714285714285714,1,0.005714285714285714,0.0032756528817117214,0.9338021874427795,True,True,4,0.007619047619047619,2,0.011428571428571429,0.006403803825378418,1.0,True,True,False
651,DS005-JM-F001,651,train,0,0.0,0,0.0,0.0,0.0,True,True,0,0.0,0,0.0,0.0,0.0,True,True,True
652,DS005-JM-F001,652,train,2,0.0038095238095238095,1,0.005714285714285714,0.003201901912689209,1.0,True,True,0,0.0,0,0.0,0.0,0.0,True,True,False
653,DS005-JM-F001,653,train,2,0.0038095238095238095,1,0.005714285714285714,0.003201901912689209,1.0,True,True,3,0.005714285714285714,1,0.005714285714285714,0.003848231164738536,0.8011581301689148,True,True,False
654,DS005-JM-F001,654,train,39,0.07428571428571429,13,0.07428571428571429,0.04197431728243828,0.9901636838912964,True,True,3,0.005714285714285714,1,0.005714285714285714,0.0030228463001549244,0.9945662021636963,True,True,False
655,DS005-JM-F001,655,train,0,0.0,0,0.0,0.0,0.0,True,True,28,0.05333333333333334,14,0.08,0.044826626777648926,1.0,True,True,False
